id,found
45423299,Kentucky
43326806,Kentucky
43180832,Kentucky
41563369,Kentucky
41563336,Kentucky
41309915,Kentucky
29514377,Kentucky
45835529,Kentucky
45835468,Kentucky
44942635,California
44650685,Louisiana
42583211,
45711226,
45672697,
45846087,
45991115,Louisiana
45914983,Louisiana
45744891,
45744744,
45744743,
44815289,
42693570,
44682273,
44416362,
45979881,
45697354,
45501757,
45257423,
38318151,
44816388,
45906452,
45847022,
46033480,
45974127,
45844197,
45844146,
45608706,
41259281,
43103051,
45872009,
45764628,
43428445,
43568512,Louisiana
40101430,Louisiana
45611198,
45798413,
45923730,
45923725,Louisiana
45923723,California
45923731,Louisiana
45923726,California
45923727,
45923729,
45923728,
45923732,
45923733,
45923724,
45923711,
45923712,
45923719,
45923715,
45923713,
45923721,
45923718,
45923714,
45923720,
45923717,
45923716,
45923722,
45923051,
45923050,
45922966,
45922965,
45922964,
45922963,
45922866,
45922864,
45922495,
45922494,
45922496,
45922493,
45922400,
45922399,
45922401,
45922330,
45922329,
45922328,
45922203,
45910044,
45835627,
45657652,
45655743,
45282250,
45062308,
45062298,
45062325,
45062319,
45062315,
45062301,
45062296,
44759429,
44759419,
44759428,
46018962,
45770692,
45770613,
45770520,
45308530,
41157494,
41050584,
45705806,
42780512,
40610971,
45662558,
44706280,
41462314,
44663800,
44895276,
46018963,
46037801,
46015154,
45988387,
45983911,
45907736,
45907356,
45907358,
45907357,
45907355,
45836387,
45765954,
45728583,
45645596,
45537987,
44572953,
44070616,
36978896,
33218331,
44810058,
45958395,
44426994,
34738577,
45645104,
44272935,
44272934,
46038131,
46005813,
46005819,
46005811,
46005812,
46005814,
46005815,
46005816,
46005817,
46005818,
45977176,
45968925,
45968923,
45968924,
45968926,
45968927,
45957770,
45957766,
45946397,
45946400,
45946398,
45934825,
45911151,
45911145,
45903813,
45903807,
45903811,
45882506,
45868690,Pennsylvania
45868697,Pennsylvania
45868688,Pennsylvania
45868686,
45868684,New Mexico
45868695,New Mexico
45868694,Texas
45831376,Nevada
45831393,Puerto Rico
45831394,Nevada
45831399,Indiana
45831401,Texas
45831417,Egypt
45831425,South Carolina
45831437,
45831439,
45831445,North Carolina
45831450,Maryland
45831451,Maryland
45831452,Maryland
45831434,Maryland
45831414,Maryland
45831351,Maryland
45831402,Maryland
45831333,North Carolina
45831312,
45831337,Pennsylvania
45831347,Pennsylvania
45831366,Pennsylvania
45831382,Pennsylvania
45831370,England
45831356,Georgia
45831316,New York
45831436,New York
45831371,New York
45831383,
45831413,Ohio
45831398,
45831343,
45831359,California
45831323,California
45831363,California
45831331,California
45831379,
45831420,
45831427,
45831443,
45831448,
45831380,Tennessee
45831429,
45831354,
45831358,
45831428,
45831360,
45831328,
45831421,
45831310,
45831426,
45831317,
45831338,
45831381,
45831349,
45831313,
45831344,
45831318,
45705134,
45705132,
45108263,
45108262,
46041584,
46041402,
46041165,
45958363,
45958359,
45923192,
45923182,
45923174,
45923164,
45923133,
45782786,
45782764,
45754664,
45754655,
45664566,Kentucky
45664542,Louisiana
45664278,Georgia
45497224,Georgia
45469364,Massachusetts
44386817,Massachusetts
44336990,Massachusetts
45846717,Massachusetts
45756659,Massachusetts
45643488,Massachusetts
45709010,Massachusetts
45537867,Massachusetts
45537845,Massachusetts
45275436,Georgia
45357600,Illinois
45775299,Louisiana
44944171,Illinois
45186798,Illinois
45186743,Illinois
45737580,Illinois
45064994,Illinois
45563105,Illinois
42717389,Illinois
41655318,Illinois
45591343,Illinois
45765521,Illinois
45771353,Alabama
45771239,Alabama
45771202,
42225879,
44520803,
45959942,
45820081,Texas
46037958,Texas
46037957,Texas
46037875,Texas
46016316,Texas
46006386,Texas
46006377,Texas
46006376,Texas
46006341,Texas
46006325,Texas
46006306,Texas
45967441,Texas
45932898,Texas
45922498,Texas
45922497,Texas
45922405,Texas
45914870,Texas
45895435,Texas
45895436,Texas
45895403,Texas
45895362,Texas
45895327,Texas
45726683,Texas
45699944,Texas
45513859,Texas
45513632,Texas
45496288,Texas
44810994,Texas
44430217,Texas
43735818,Texas
30787045,Texas
45249746,Texas
43789221,Texas
36508955,Texas
45716883,Texas
45716628,Texas
45606470,Texas
45606469,Texas
45606467,Texas
45606468,Texas
45351856,Texas
45204231,Texas
45032668,Texas
45032670,Texas
45017094,Texas
44757389,Texas
44687426,Texas
44471635,Texas
44237593,Texas
43413361,Texas
43413360,Texas
40510404,Texas
38014655,Texas
38014657,Texas
38014654,Texas
37096581,Texas
32963759,Texas
27535798,Texas
34333856,Texas
45310158,Texas
45974975,Texas
32529191,Texas
45840551,Texas
45826504,Texas
27940330,Texas
44710284,Texas
43282358,Texas
41674455,Texas
41408240,Texas
46038308,Texas
46034874,Texas
46030733,Texas
46029698,Texas
46025436,Texas
46025437,Texas
46024397,Texas
46016063,Texas
46013900,Texas
46010311,Texas
45985503,Texas
45983834,Texas
45983722,Texas
45983288,Texas
45982860,Texas
45974904,
45971038,Texas
45964477,Texas
45964478,Texas
45950955,Texas
45942820,Texas
45924355,Texas
45921279,Texas
45920184,Texas
45917944,Texas
45917726,Texas
45914984,Texas
45914882,Texas
45914881,Texas
45913169,Texas
45907630,Texas
45907367,Texas
45898496,Texas
45892767,Texas
45890600,Texas
45890264,Texas
45890266,Texas
45890263,Texas
45890262,Texas
45889991,Texas
45889990,Texas
45886820,Texas
45886819,Texas
45885740,Texas
45883090,China
45883089,China
45860171,Texas
45853201,Texas
45853199,China
45853195,China
45853197,Texas
45851364,
45850864,
45846802,
45840201,
45827310,
45789498,
45780457,Georgia
45758099,Georgia
45754157,
45753143,Louisiana
45744742,
45720103,China
45688831,China
45686463,Florida
45666309,Florida
45655106,New Hampshire
45654707,New York
45654708,New York
45654702,New York
45633364,New York
45616882,New York
45571297,
45529300,Arizona
45518706,South Carolina
45518587,South Carolina
45454669,South Carolina
45391884,West Virginia
45391883,Alabama
45379549,Florida
45316768,
45267415,
45189755,
45121954,
44912408,
44902804,
44825840,
44811565,
44795051,
44681492,
44661023,
44592062,
44564534,
44445033,
44409028,
44291924,
44213118,South Carolina
43942564,
43793089,
43750770,
43658875,
43658876,
43272740,
42711707,West Virginia
41231507,
40516887,
39023581,
38335707,
46021946,West Virginia
46021551,
45837692,
45637362,
45009234,
44980955,
44876726,
44250068,
42486963,
45633714,
45265647,
44652121,
43703459,
45897950,
45736594,
46040779,
46040770,
46040727,
46031671,West Virginia
46011422,West Virginia
45927111,West Virginia
41189387,West Virginia
31542985,West Virginia
43713569,
45940454,
45859653,
45859587,
45853293,
44667919,
46030730,
45981610,
45981594,
45981567,
45981562,
45981381,
45951887,
43360945,
44961334,
44892286,
45263005,South Carolina
46037543,
45373930,
42516783,
46021280,
45252121,
45262113,
45716133,
45943260,
45943224,
45677527,
43227009,
45035009,
40632554,
40580233,
42609409,
45868241,
45630203,
45841145,
45839998,
39052310,
39124752,
45413635,
36202201,
45501025,
45913320,
45829069,
45557184,
45008992,
44551242,
44414759,
44140127,
43296571,
43296346,
41377327,
40094387,
45789815,
45614212,
44845027,
44806215,
44649300,
39352398,
33674995,
30473326,
45983386,
45903711,
45903583,
45840000,
45732863,
45732019,
45656533,
45554162,
45340641,
43271913,
42854548,
41305705,
39837475,
45866682,
45401319,
44631839,
44470741,
45875066,
45894847,
45723911,Texas
42878235,
42810884,Arkansas
37675185,Illinois
45661924,Tennessee
45310649,Tennessee
44852856,
42832486,
45230336,Virginia
45767610,
43764247,
42589141,
40853135,
27562101,
45263802,
41549100,
45619357,
45210464,
45733692,
45217128,
45238133,
45404307,
45988280,
45979370,
39340647,South Carolina
36597399,South Carolina
45001254,South Carolina
46020666,South Carolina
45981735,South Carolina
45753525,South Carolina
40534338,South Carolina
39958493,South Carolina
39423619,South Carolina
44752781,South Carolina
44752738,South Carolina
44752277,South Carolina
44752224,South Carolina
45665744,South Carolina
46033460,
45986217,
45881269,
45876630,
45876628,
45876627,
45876626,
45876629,
45876624,
45278717,
42927002,
45348819,
45231726,
43937163,
45517715,North Carolina
41359772,
44752740,
45427242,
43577454,
45016603,India
43756698,
43054077,
39591298,
34677001,Virginia
34247354,
45814164,
45119831,
45056378,India
43842728,
44958683,
39263307,
14355301,
38345247,South Carolina
45681749,
44952647,
44175129,
37738883,
44264372,
43407865,
45759653,
46017556,
45192065,
46036749,
46036734,
46036722,
46036370,
45988115,South Carolina
45983426,
45975820,North Carolina
45959421,India
45912000,South Carolina
45902442,
45894894,South Carolina
45776950,Virginia
45676609,
45465430,
45364666,
45229350,North Carolina
45095415,
45066011,
44990831,
44916391,
44889363,
44806202,
44607980,
44593940,
44510642,
44416634,
44377934,
44085722,
43957821,
43825898,
43820018,
43766724,
43766604,
42531100,
42244331,
42098355,
41183340,
45903660,
46018484,
46016385,
45887807,
45797980,
45682071,
44434701,
44434403,
41828257,
41223913,
42225054,
43891211,
45989316,
45945379,
45829886,
45776983,
44552192,
45791182,
44695988,
45820215,
46039974,
46029734,Maryland
46018217,
45970789,Virginia
45959683,Virginia
45948634,
45937186,
45815999,
45815967,
45815976,
45815977,
45815986,
45815994,
45816001,
45816006,
45816008,
45815997,
45815864,
45815868,
45815873,
45815879,
45815883,
45815905,
45815910,
45815912,
45815937,
45815939,
45940588,
46039435,
46037557,
46037432,
46030817,
46018243,
46010451,
45956484,Virginia
45956454,Virginia
45956440,Ohio
45956365,Ohio
45923623,Ohio
45923621,Tennessee
45923616,Tennessee
45923605,Tennessee
45923597,Tennessee
45923567,Tennessee
45923542,Tennessee
45923519,Tennessee
45923491,Tennessee
45917671,Tennessee
45848319,Tennessee
45848142,Tennessee
45838828,
45769931,
45618703,
45604816,
45604677,
45427358,
45238152,
45214130,
44945277,
44944849,
44944823,
44943739,
44943697,
44762190,
44712385,
44524706,
43658136,
43583203,
43121393,
41082837,
32753766,
46037412,
46007896,
45870460,
45870435,
45870449,
45870447,
45870433,
45870442,
45840148,
45740586,
45740682,
45581020,
45581019,
45334360,
45334355,
45191694,
44407495,
44290029,
43889811,
43878413,
43626571,
43309849,
42340392,
40994001,
37374359,
35102211,
46040142,
46040051,
46038606,
46038422,
46038421,
46038361,Florida
46038309,Florida
46037336,Florida
45782147,Florida
45780863,Florida
45749731,Florida
45605009,Florida
45604999,Alabama
45604753,
45593500,Egypt
44770359,
43251391,
44531293,
45888276,
37150897,
45715944,
44669342,
44669213,
45833621,
45803400,
45719791,Louisiana
46026335,
46019813,
45492513,
45361659,
45086532,
44692556,
42744147,
42091376,
45461161,
35102207,
26080754,
45493855,
45493783,Tennessee
45935453,Virginia
45349719,Michigan
45086897,Pennsylvania
45912555,Georgia
44252290,Georgia
44972317,Missouri
45931196,Massachusetts
45163412,Massachusetts
37357181,Nevada
45670297,Honduras
43217317,Louisiana
45814212,Texas
28258191,
42212385,
42212386,
45547873,
43950294,
44686601,Texas
44686426,Texas
43084598,Texas
45583420,Texas
44932630,Louisiana
46006013,
45339359,
44249743,
43689173,
37302426,
44510243,
44128678,
44128676,
43736394,
43729706,Texas
43372545,Texas
46030067,Texas
46024310,
46023940,
45350362,
45337092,
44613184,Texas
46029082,Texas
46029083,
46029085,Louisiana
45501683,
44274432,
43669601,
41208323,
34374509,
42136515,
45568569,
45789820,
45337506,Texas
45944066,
45771268,
45656265,
45633167,
44678895,
37108842,
45840919,
45840307,
45799703,
44274401,Texas
44231660,
45193713,
45642530,
45627944,Texas
35870796,Texas
43207464,Texas
43956000,Texas
45273384,Louisiana
43915973,Texas
45250274,
45250065,
45795622,
45949510,Texas
45991565,
46005374,
44924484,Texas
44776813,Texas
45573046,Louisiana
45573045,Louisiana
45219167,
46008478,Louisiana
45940573,
46015292,
45790138,Texas
45983346,
45674811,Texas
45670808,
45834630,Texas
44486019,Texas
45024417,
45024420,
45024421,
43277960,
46011182,
43268890,
45833580,Texas
45833615,
45769861,
45684816,Texas
44065155,
43968981,Texas
37684780,
44358847,
38055346,Texas
27232257,
44486016,Texas
45265652,Louisiana
44081427,
29481512,
38308117,Texas
45895062,Texas
33531529,
42781553,Texas
45269345,
45695694,
41790549,
44722099,
45922148,
37111636,
43892654,
45967497,
45943287,
45943225,
45943199,
45744377,
46004988,Kentucky
46004948,
45265646,Oklahoma
44070750,
44801851,
44618549,
44070486,
46037316,
46037130,
45946569,
45946549,
45925757,
45923413,
45923311,
45923305,
45923294,
45876513,
45851844,
45851845,
45800430,
45698577,
45668754,
45661689,
45640038,
45589336,
45538299,
45516815,
45470270,
45427140,
45424881,
45425034,
45424870,
45405541,
45383870,
45383847,
45383816,
45362438,
45258657,
45066317,
45009400,
44735334,
44735327,
44593771,
44430220,Mississippi
44408921,
44174656,
44174649,
44092698,
44052379,
43973382,
43812426,Kentucky
43812427,
43762854,Missouri
43559273,Alabama
43529304,Pennsylvania
42914400,
42458463,Georgia
41652452,Georgia
41612742,Georgia
41171548,New Jersey
41071296,Missouri
41043355,Colorado
40557866,Colorado
40557781,Texas
40221448,New Jersey
39760986,New Jersey
38383022,Russia
38383013,Tennessee
36886796,Oman
36052779,Oman
34998674,
34262953,
45990842,Florida
45990836,South Carolina
45990813,New Jersey
45947828,North Carolina
45947834,Tennessee
45911836,Tennessee
45552077,Tennessee
45492554,Tennessee
45265675,Tennessee
44980899,Tennessee
44897631,Tennessee
44885828,Tennessee
42970234,Tennessee
41586712,Tennessee
40477456,Tennessee
46026867,Tennessee
46026813,Tennessee
45071301,Tennessee
44817117,Tennessee
42491807,Tennessee
41484456,Tennessee
40909932,Tennessee
46028285,Tennessee
46028253,Tennessee
46028249,Tennessee
46027801,North Carolina
46027788,North Carolina
46027760,North Carolina
46027745,North Carolina
46016549,North Carolina
45745326,North Carolina
45745154,North Carolina
45288138,North Carolina
45132403,
44284559,
44047056,Virginia
42775582,
45362176,
44981038,
45869015,
46007842,
46007843,
46007804,
46007803,North Carolina
46007805,
45954465,
45398247,
45398175,
44227529,
40896784,
44516889,
45773210,
45773121,
45724271,
45724223,
44868408,
44868267,
44059775,
28110749,
45908859,
45908774,
45897771,North Carolina
30960416,North Carolina
45498521,
43469177,
40929876,
46034675,North Carolina
45732867,
44665805,
42879920,
37934120,
45073460,
44682819,North Carolina
38447591,
35596656,
46015270,
46038194,
46036840,
46036350,
46035018,
46035007,
46034998,
46034962,
46034897,
45894689,
45764684,
45764824,
45764757,
45764737,
45738087,
45322313,
45737738,
45575639,
45567019,
45567007,
45535622,
45524459,
45523834,
45484505,
45321493,
44981635,
44960471,
44544625,
44544553,
44544291,
44402508,
44239035,
43927166,
42825396,
41950084,
37801932,
45192644,
45591839,
43661937,
45753667,
44388002,
45849591,
45849546,
45739672,
41779216,
45155721,
45970212,
45947819,
45947837,
45947838,
45458467,
45458463,
45265744,
45115403,
45962409,
44343167,
40700634,
46019084,
46018722,
46018537,
46018480,
45981347,North Carolina
45981265,North Carolina
45980802,
45980377,
45980046,North Carolina
45979988,North Carolina
45979980,North Carolina
45979925,North Carolina
38909869,North Carolina
46038223,North Carolina
46028332,North Carolina
46028331,North Carolina
45946128,North Carolina
45273855,North Carolina
45066085,North Carolina
43879803,North Carolina
40589804,North Carolina
45833474,North Carolina
45941343,North Carolina
44514846,North Carolina
44369330,North Carolina
46016365,North Carolina
44163332,North Carolina
44944825,North Carolina
45855642,North Carolina
45220748,North Carolina
45947117,
45902408,North Carolina
45902101,North Carolina
45902057,North Carolina
45902032,North Carolina
45901815,North Carolina
45901420,North Carolina
45901225,North Carolina
45031789,North Carolina
44951979,Georgia
44888299,North Carolina
44888248,North Carolina
44888250,North Carolina
44846229,North Carolina
44487101,North Carolina
44487075,North Carolina
44486838,North Carolina
45788141,North Carolina
44154161,
41835167,North Carolina
45575946,North Carolina
45217199,North Carolina
44550015,North Carolina
37454315,North Carolina
43762855,North Carolina
42001061,North Carolina
45565745,North Carolina
44185483,North Carolina
44134052,North Carolina
43243922,North Carolina
42781510,North Carolina
45727336,North Carolina
45270937,North Carolina
44840088,
45596629,North Carolina
45987718,North Carolina
45910919,North Carolina
45910780,North Carolina
45910674,North Carolina
45907063,North Carolina
45678787,North Carolina
45661001,North Carolina
45572909,North Carolina
45089374,North Carolina
45011064,North Carolina
44999017,North Carolina
44964993,North Carolina
44954333,North Carolina
44819439,North Carolina
44584411,North Carolina
44558560,North Carolina
44458947,North Carolina
44399750,
43754330,
42793268,
41053913,
39689202,
38648037,North Carolina
38443589,India
44990281,India
44486827,India
38581917,Florida
38497892,
38497867,
44160728,
46036775,
46036746,
45982945,
45982900,
45910156,
43774052,
45866397,Texas
45265670,
46017444,
46017445,
46017443,
46016750,North Carolina
46016727,Texas
46016726,
46016585,
45924222,
45924227,South Carolina
45924221,
45417976,
45378759,
45367419,
44597357,
45986441,
45739506,
41430878,
41424568,
45732518,
45398590,
45201939,
46036656,
46024028,
46024024,
46024025,
46024027,
46022599,
46022592,
46022593,
46022594,
46022595,
46022598,Louisiana
46022597,Louisiana
46020830,New York
45965454,
45965455,
45965453,California
45965458,South Korea
45956450,
45956439,
45956433,
45956415,
45956106,
45954518,
45954513,
45954509,
45954511,
45954514,New York
45954517,New York
45954510,New York
45919138,New Jersey
45883034,New Jersey
45882824,New Jersey
45871511,New Jersey
45862145,New Jersey
45852976,New Jersey
45686343,New Jersey
45424885,New Jersey
45424970,Georgia
45424832,Georgia
45410967,
45361471,
45358576,Tennessee
45297410,Texas
45226510,Tennessee
45161207,New York
45136936,
45024615,
43946482,Kentucky
43279225,New Jersey
43138391,New Jersey
42572034,Texas
40180371,Arkansas
46037416,
46037417,North Carolina
46037413,North Carolina
46037418,North Carolina
46030820,North Carolina
45881738,North Carolina
45803679,North Carolina
45777445,North Carolina
45760556,North Carolina
45737458,North Carolina
45180478,North Carolina
44897053,North Carolina
41365234,North Carolina
35092792,North Carolina
45687377,North Carolina
45670511,North Carolina
45859569,North Carolina
45839594,North Carolina
45851830,North Carolina
45197364,North Carolina
46025620,
43567689,
45930642,
45930643,
45404614,
42938736,
35092810,
44515645,
45960931,
45960439,
45861190,
42564591,
45812575,
45851937,
43798054,
45857160,
45194179,
45562421,
45562324,
32168768,
45231116,
45897425,
45897426,
43852734,Pennsylvania
45834263,
39688178,
45971049,
43779227,
41844529,
45986804,
35341996,
25943127,
42727478,New Jersey
44932447,
45912553,
45144848,
43684514,
42775631,Louisiana
45880929,
45761260,
45311081,South Carolina
38542739,Georgia
46015737,Georgia
45982111,
45903655,
44617911,
44567530,
44890240,South Carolina
43848487,Georgia
38407621,Georgia
32012617,Georgia
45199806,
45464506,
30062667,
46030402,South Carolina
46030006,South Carolina
46025364,Georgia
46025365,Georgia
45966920,Georgia
45906648,Georgia
45892063,
45855125,South Carolina
45855095,
45847173,South Carolina
45811603,New Jersey
45512158,
45455340,
45454618,
44649165,
43783338,
41433972,
37673804,
45831979,
44679225,South Carolina
44128547,South Carolina
46040699,South Carolina
45897101,South Carolina
44681991,South Carolina
45987025,South Carolina
45361362,
44398764,
41980155,South Carolina
45865785,
45678209,
45311486,
46004266,
46004267,
45939903,
45939902,
45930756,
45930757,New Jersey
45930640,New Mexico
45888667,New Mexico
45790522,New Mexico
46037872,New Mexico
45981628,New Mexico
45981199,New Mexico
45830834,New Mexico
45332024,
40134520,
45028279,
45696667,
45349403,
45340093,
45327992,
44854205,
44675698,
42830603,
46017957,
46017954,
45668765,
45048052,
44903879,
44811887,
44752946,
44752888,
44752945,
44752832,
44752784,
44752668,
44752522,
43979294,
46022257,
46022034,
46021283,
45939809,
45917574,
45910285,
45830574,
45829302,
45827862,
45773250,
45716608,
45716242,
45465166,
45453700,
45410854,
45362623,
45325714,
45121510,
45079773,
44714874,
44451088,
42031223,
46039263,
46039255,
46039257,
46039259,
46039256,
46039253,
46039258,
46039262,
46033569,
46008347,
45980874,
45980090,
45976699,
45976521,
45976310,
45975747,South Carolina
45974514,South Carolina
45965461,
45965463,
45957784,
45957783,
45954520,
45941223,
45940955,
45938756,
45899954,
45899728,
45867672,
45867570,
45811665,
45801393,
45789069,
45688314,
45683584,
45682135,
45682064,
45634224,
45634220,
45634222,
45595752,
45525279,
45525163,
45504570,
45493361,
45415556,
45415559,
45410963,
45397911,
45393172,
45381576,
45356557,
45349563,
45347635,
45347633,
45347627,
45247823,
45236349,
45202741,
45181897,
45145910,
45114448,
45084639,
45084640,
45076636,
45076638,
45048517,
45048516,
45013791,
45013792,
44986616,
44969432,
44904617,
44821609,
44821608,
44769379,
44707156,
44622697,
44612039,
44581078,
44577159,
44550171,
44550174,
44530646,
44525443,
44525464,
44525442,
44525449,
44525450,
44497938,
44435298,
44428964,
44349112,
44343158,
44234512,
44179580,
44158360,
44138050,
44081540,
44075182,
43984935,
43968363,
43762173,
43736069,
43703889,
43601266,
43576051,
43576052,
43550192,Georgia
43550191,
43550193,
43546947,
43521079,
43512091,
43382199,
43286683,
42977245,
42975723,
42971703,
42640407,
42213251,
42065333,
42011360,
42011359,
41876293,
40941706,
40561240,
39317818,
35587001,
45983392,
45975606,
45975536,
45974989,
45974988,
45973369,
45964143,
45933459,
45933284,Florida
45933055,Georgia
45933054,New Jersey
45932978,
45839260,South Carolina
45837535,
45837053,
45787554,
45707871,
45644684,
45639708,
45639466,
45628070,
45627391,
45627319,
45627290,
45540940,
45521942,
45471310,
45417753,
45260939,
45175958,
45026392,
44985574,New York
44831761,Puerto Rico
44785988,Texas
44721592,New York
44715790,New York
44449623,New York
44183588,Alabama
39583427,New York
39378702,New York
37048596,Florida
45988275,Florida
45988284,Florida
45988265,Florida
45988270,Florida
45988273,Florida
45988282,Florida
45679472,Florida
40055604,Florida
39540431,New York
27934286,New York
42608126,
45770087,New York
45657171,New York
45632583,
45632551,New York
45632528,China
45632473,Tennessee
39626563,Tennessee
45988135,California
45536891,South Korea
45766880,
45742221,
45742210,
45261106,
45200125,
45199344,
45117773,
44863030,
44397971,
44397859,
44358734,
44153659,
43401909,Louisiana
44759418,Louisiana
45991117,Louisiana
45340683,Ohio
45945974,
45864229,
45853193,
45850859,Indiana
45850860,
45850863,
45027746,
45887824,
45887573,
45853135,
45281555,
44545840,
45610022,
46026457,
46023214,
46005139,
45981387,
45916266,
45909246,
45864290,
45855766,
45803674,
45749010,
45713082,
45687160,
45575966,
45422356,
45350599,
45184354,
45115709,
44930648,
44880064,
44580905,
43656969,
42582836,Pennsylvania
45655047,
44629669,
45979078,
44129727,
37521566,
45267006,
44309051,
46028967,
46028434,
46028374,South Carolina
46028364,
46027894,
46026849,
46026744,North Carolina
46026709,
46026634,
46026612,Pennsylvania
46026588,
46026566,
46026315,Florida
46026239,Oklahoma
46026164,Oklahoma
46017450,Florida
46016758,New Mexico
46016720,Texas
46016693,
46016600,
46016584,
46016548,
46016388,
46016376,
46016333,Oklahoma
46016278,Florida
46015350,
46015276,
46015245,
46015078,
45984808,
45984765,
45984761,
45984749,
45984741,
45983957,
45961529,
45938659,
45924230,
45895280,North Carolina
45895282,Oklahoma
45869037,Georgia
45868771,
45868657,
45864978,
45856920,
45856839,
45856820,
45856708,
45856692,
45856530,
45856457,
45850844,
45838146,
45832654,
45792689,
45762177,
45762147,
45761928,Pennsylvania
45677563,Pennsylvania
45657030,Pennsylvania
45656995,Pennsylvania
45656967,Pennsylvania
45494945,Pennsylvania
45348590,Pennsylvania
45333966,Pennsylvania
45333958,Arizona
45297704,Arizona
45297701,Arizona
45297697,Arizona
45259408,Thailand
45249174,Kentucky
45249167,
45249161,
45249151,Arizona
45211307,Arizona
45095945,Virginia
45029431,Indiana
45022914,Indiana
45009557,West Virginia
45009548,
45009547,
44944336,Florida
44488047,Tennessee
44458440,Ohio
44270081,
43304580,Thailand
41828410,
41273959,
40953055,
46037083,
46036527,
46035536,
46034817,
46034355,
46034330,New York
46027920,New York
45934864,South Carolina
45933286,South Carolina
45933235,South Carolina
45932690,South Carolina
45911233,South Carolina
45911180,South Carolina
45911175,South Carolina
45911140,Maryland
45911133,
45911125,
45911112,
45908870,
45866743,
45765306,
45744591,
45743752,
45666907,
45665746,South Carolina
45656881,
45632936,
45632889,Florida
45632880,Puerto Rico
45022549,Puerto Rico
44467419,
44291934,
46034214,
45671928,
40110952,
46030370,
45905526,
44884880,
44512800,
44430233,
44430227,
44430221,
44266685,
36408656,
45265657,
44722095,
42267490,
45453970,
45452818,
44669301,
39786613,
45711747,
46011397,
45954363,
45954199,
45953365,
45952075,
45952062,
45952047,
45951961,
45951948,
45951816,
45951803,
45951757,
45951064,
45950789,
45943259,
45943175,
45878907,
45771382,
45624503,
45412735,
45384952,
45372506,
45310334,
45310297,
45310276,
45308987,
45308936,
45228404,
45209881,
45207390,
45183927,
45154387,
45120552,
45113097,
45031076,
45078398,
44159561,
44292679,
44981202,
45845635,
46021404,
46009533,
46004438,
46004437,
46004436,
45985121,
45965794,
45965797,
45965795,
45961038,
45957282,
45956801,
45952562,
45937325,
45937292,
45936523,
45922857,
45921954,
45921408,
45921407,
45920824,
45903459,
45873564,
45873416,
45866726,
45842133,
45840340,
45839599,
45839570,
45794510,
45788924,
45765324,
45765325,
45757612,
45747325,
45741902,
45739691,Pennsylvania
45739692,
45719994,
45422136,
45408712,
45386321,
45375673,
45375671,
45336626,
45241758,
45241760,
45222947,
45187596,
45005226,
44946251,
44899353,
44772959,
44517355,
44177070,
44141534,
44135005,
43684756,
43192734,
42931136,
41403819,
41263544,
39794656,
43172373,
45833600,
45771219,
40092102,Mexico
39169741,Kentucky
45911635,Kentucky
43458978,Kentucky
43458900,Kentucky
43099644,Kentucky
46039309,Kentucky
45486041,
43767361,Florida
45650017,
45774206,
45962487,
45967303,
45278179,
45887898,
44008757,New York
43018759,
45979289,Texas
45914783,Virginia
44594942,
45692650,Greece
45467769,
44678642,
45404402,Michigan
45258436,
46026336,
46026337,
46026240,
46026161,
46007714,
45990759,
45990336,
45933986,Louisiana
45890930,
45890929,
45881152,
45881150,
45853291,
45844800,
45750367,
45476029,
45386681,
45364686,
45364677,
45364680,
45364683,
45364681,
45336773,
45074220,
44708899,
44141684,
43163709,Ohio
40869429,Virginia
46032889,Virginia
46023820,Virginia
46023793,
46023785,
46023776,
45987968,
45987864,
45987694,West Virginia
45898367,Virginia
45713310,Virginia
45026336,Virginia
16313278,Virginia
45904791,Virginia
45745657,
45745654,
45745650,
44752731,Virginia
44752147,
46036227,
45574149,North Carolina
44148722,West Virginia
45947842,West Virginia
45589039,
45265615,
44142579,North Carolina
44039289,
42657096,
45168039,North Carolina
45168040,North Carolina
45397822,
45909531,West Virginia
45562798,West Virginia
44827629,Virginia
37772803,West Virginia
45929340,West Virginia
44948859,West Virginia
38643680,Virginia
45763116,South Carolina
45676615,
45532544,
45523652,New York
45408411,Texas
45300758,Texas
45300749,California
45300757,New Mexico
45300755,New Mexico
45300762,New Mexico
45279147,Honduras
45279150,Kentucky
45279145,Kentucky
45613283,North Carolina
45666918,New Jersey
45945695,Alabama
45945648,Virginia
45785662,Virginia
45716449,Virginia
45952887,Virginia
45952885,Virginia
45952886,Virginia
45952692,Virginia
45952694,Virginia
45952571,
45952305,
45952306,
45911288,South Carolina
45909011,Louisiana
45857535,South Carolina
45569644,South Carolina
45458476,South Carolina
43006779,South Carolina
42957780,South Carolina
42003359,South Carolina
45497298,South Carolina
44053553,South Carolina
39449064,South Carolina
45705338,South Carolina
41540085,South Carolina
44752626,South Carolina
45968696,South Carolina
45672307,
45429773,
45294984,
44089938,
44752296,
43824635,
44358805,
45823233,
40715847,
45728146,Oklahoma
45882727,Utah
45882623,Utah
46039686,Oman
45775240,Texas
45596272,
44889074,
44817478,
43947907,Iowa
43947788,Texas
45913218,Texas
45891731,Texas
45301435,Texas
41243113,Texas
39582698,Texas
37021713,Texas
45794951,Texas
45794952,Texas
45794860,Texas
45339690,Texas
44665810,Texas
44185098,Texas
43810274,Texas
43097925,Texas
41128596,Texas
37530672,Texas
44403455,Texas
