661755,2022-04-22,MIN,CWS
663169,2022-04-22,CIN,STL
663394,2022-04-22,ARI,NYM
661037,2022-04-22,LAA,BAL
662557,2022-04-22,WSH,SF
661391,2022-04-21,MIA,STL
662177,2022-04-21,SEA,TEX
663093,2022-04-21,CLE,CWS
662593,2022-04-21,NYM,SF
663225,2022-04-21,BOS,TOR
662850,2022-04-21,DET,NYY
662742,2022-04-21,KC,MIN
662558,2022-04-21,WSH,ARI
663145,2022-04-21,CHC,PIT
662391,2022-04-21,OAK,BAL
662861,2022-04-20,DET,NYY
661404,2022-04-20,MIA,STL
662349,2022-04-20,NYM,SF
663247,2022-04-20,BOS,TOR
662734,2022-04-20,LAD,ATL
661203,2022-04-20,MIL,PIT
662178,2022-04-20,SEA,TEX
662924,2022-04-20,COL,PHI
662392,2022-04-20,OAK,BAL
663146,2022-04-20,CHC,TB
662231,2022-04-20,SD,CIN
663094,2022-04-20,CLE,CWS
662926,2022-04-20,HOU,LAA
662703,2022-04-20,KC,MIN
662560,2022-04-20,WSH,ARI
663075,2022-04-20,CLE,CWS
661211,2022-04-19,MIL,PIT
662616,2022-04-19,NYM,SF
662406,2022-04-19,OAK,BAL
663249,2022-04-19,BOS,TOR
662232,2022-04-19,SD,CIN
662717,2022-04-19,LAD,ATL
661405,2022-04-19,MIA,STL
662925,2022-04-19,COL,PHI
662583,2022-04-19,WSH,ARI
662350,2022-04-19,NYM,SF
662587,2022-04-19,WSH,ARI
662927,2022-04-19,HOU,LAA
662161,2022-04-19,SEA,TEX
662753,2022-04-19,KC,MIN
662896,2022-04-19,DET,NYY
663196,2022-04-19,CHC,TB
661929,2022-04-26,TB,SEA
662086,2022-04-26,SF,OAK
661733,2022-04-26,MIN,DET
662540,2022-04-26,WSH,MIA
661758,2022-04-26,TOR,BOS
661536,2022-04-26,CWS,KC
662297,2022-04-26,PIT,MIL
662007,2022-04-26,STL,NYM
661309,2022-04-26,NYY,BAL
661567,2022-04-26,PHI,COL
661032,2022-04-26,LAA,CLE
661589,2022-04-26,ATL,CHC
663079,2022-04-26,CIN,SD
661980,2022-04-26,TEX,HOU
663383,2022-04-26,ARI,LAD
663382,2022-04-25,ARI,LAD
661210,2022-04-25,MIL,SF
661639,2022-04-25,PHI,COL
662008,2022-04-25,STL,NYM
661034,2022-04-25,LAA,CLE
661979,2022-04-25,TEX,HOU
661760,2022-04-25,TOR,BOS
662539,2022-04-24,WSH,SF
661640,2022-04-24,PHI,MIL
661590,2022-04-24,ATL,MIA
663111,2022-04-24,CIN,STL
662188,2022-04-24,SEA,KC
661317,2022-04-24,NYY,CLE
663361,2022-04-24,ARI,NYM
662388,2022-04-24,OAK,TEX
661931,2022-04-24,TB,BOS
662274,2022-04-24,SD,LAD
662853,2022-04-24,DET,COL
663166,2022-04-24,CHC,PIT
661033,2022-04-24,LAA,BAL
662921,2022-04-24,HOU,TOR
661781,2022-04-24,MIN,CWS
662389,2022-04-23,OAK,TEX
662875,2022-04-23,HOU,TOR
661568,2022-04-23,ATL,MIA
663100,2022-04-23,CIN,STL
661310,2022-04-23,NYY,CLE
662848,2022-04-23,DET,COL
662276,2022-04-23,SD,LAD
662849,2022-04-23,DET,COL
661035,2022-04-23,LAA,BAL
662191,2022-04-23,SEA,KC
661752,2022-04-23,MIN,CWS
661620,2022-04-23,PHI,MIL
662549,2022-04-23,WSH,SF
663144,2022-04-23,CHC,PIT
663384,2022-04-23,ARI,NYM
661941,2022-04-23,TB,BOS
662288,2022-04-30,PIT,SD
662393,2022-04-30,OAK,CLE
662036,2022-04-30,STL,ARI
661901,2022-04-30,TEX,ATL
661208,2022-04-30,MIL,CHC
663364,2022-04-30,BAL,BOS
662084,2022-04-30,SF,WSH
662797,2022-04-30,KC,NYY
661389,2022-04-30,MIA,SEA
662698,2022-04-30,LAD,DET
661906,2022-04-30,TB,MIN
661825,2022-04-30,TOR,HOU
661534,2022-04-30,CWS,LAA
662591,2022-04-30,NYM,PHI
663008,2022-04-30,COL,CIN
661209,2022-04-29,MIL,CHC
662037,2022-04-29,STL,ARI
661535,2022-04-29,CWS,LAA
662296,2022-04-29,PIT,SD
661390,2022-04-29,MIA,SEA
662405,2022-04-29,OAK,CLE
663009,2022-04-29,COL,CIN
662592,2022-04-29,NYM,PHI
661907,2022-04-29,TB,MIN
661911,2022-04-29,TEX,ATL
661826,2022-04-29,TOR,HOU
662081,2022-04-29,SF,WSH
662741,2022-04-29,KC,NYY
663337,2022-04-29,BAL,BOS
662699,2022-04-29,LAD,DET
663432,2022-04-28,LAA,CLE
661551,2022-04-28,ATL,CHC
661908,2022-04-28,TB,SEA
661532,2022-04-28,CWS,KC
662295,2022-04-28,PIT,MIL
661827,2022-04-28,TOR,BOS
662538,2022-04-28,WSH,MIA
661912,2022-04-28,TEX,HOU
661641,2022-04-28,PHI,COL
663078,2022-04-28,CIN,SD
661729,2022-04-28,MIN,DET
662047,2022-04-28,STL,ARI
661305,2022-04-28,NYY,BAL
663148,2022-04-27,CIN,SD
661533,2022-04-27,CWS,KC
662048,2022-04-27,STL,NYM
661638,2022-04-27,PHI,COL
661757,2022-04-27,TOR,BOS
662546,2022-04-27,WSH,MIA
663393,2022-04-27,ARI,LAD
661739,2022-04-27,MIN,DET
663439,2022-04-27,LAA,CLE
662289,2022-04-27,PIT,MIL
661909,2022-04-27,TB,SEA
661964,2022-04-27,TEX,HOU
662066,2022-04-27,SF,OAK
661306,2022-04-27,NYY,BAL
661552,2022-04-27,ATL,CHC
662382,2022-05-04,OAK,TB
662835,2022-05-04,HOU,SEA
663164,2022-05-04,CHC,CWS
663068,2022-05-04,CLE,SD
661197,2022-05-04,MIL,CIN
663067,2022-05-04,CLE,SD
662577,2022-05-04,NYM,ATL
662993,2022-05-04,COL,WSH
662739,2022-05-04,KC,STL
662707,2022-05-04,LAD,SF
661634,2022-05-04,PHI,TEX
662838,2022-05-04,DET,PIT
661795,2022-05-04,TOR,NYY
663248,2022-05-04,BOS,LAA
661363,2022-05-04,MIA,ARI
662839,2022-05-04,DET,PIT
663462,2022-05-04,BAL,MIN
662994,2022-05-03,COL,WSH
663237,2022-05-03,BOS,LAA
662569,2022-05-03,NYM,ATL
662459,2022-05-03,NYM,ATL
662708,2022-05-03,LAD,SF
661200,2022-05-03,MIL,CIN
662690,2022-05-03,KC,STL
661635,2022-05-03,PHI,TEX
661796,2022-05-03,TOR,NYY
661364,2022-05-03,MIA,ARI
662919,2022-05-03,HOU,SEA
663165,2022-05-03,CHC,CWS
663463,2022-05-03,BAL,MIN
662386,2022-05-03,OAK,TB
661362,2022-05-02,MIA,ARI
661526,2022-05-02,CWS,LAA
662578,2022-05-02,NYM,ATL
662920,2022-05-02,HOU,SEA
662009,2022-05-02,STL,KC
662387,2022-05-02,OAK,TB
663362,2022-05-02,BAL,MIN
661823,2022-05-02,TOR,NYY
661365,2022-05-01,MIA,SEA
661824,2022-05-01,TOR,HOU
663363,2022-05-01,BAL,BOS
661531,2022-05-01,CWS,LAA
661216,2022-05-01,MIL,CHC
662397,2022-05-01,OAK,CLE
662579,2022-05-01,NYM,PHI
662691,2022-05-01,KC,NYY
662106,2022-05-01,SF,WSH
662293,2022-05-01,PIT,SD
662716,2022-05-01,LAD,DET
661988,2022-05-01,STL,ARI
661935,2022-05-01,TEX,ATL
661905,2022-05-01,TB,MIN
663007,2022-05-01,COL,CIN
661302,2022-05-08,NYY,TEX
662260,2022-05-08,SD,MIA
663069,2022-05-08,CIN,PIT
661627,2022-05-08,PHI,NYM
661626,2022-05-08,PHI,NYM
663429,2022-05-08,LAA,WSH
663368,2022-05-08,ARI,COL
663161,2022-05-08,CHC,LAD
663086,2022-05-08,CLE,TOR
661345,2022-05-08,BAL,KC
661307,2022-05-08,BAL,KC
661550,2022-05-08,ATL,MIL
663278,2022-05-08,BOS,CWS
661304,2022-05-08,NYY,TEX
661700,2022-05-08,MIN,OAK
662098,2022-05-08,SF,STL
662160,2022-05-08,SEA,TB
662795,2022-05-08,HOU,DET
663359,2022-05-07,ARI,COL
663056,2022-05-07,CLE,TOR
663057,2022-05-07,CLE,TOR
663226,2022-05-07,BOS,CWS
661701,2022-05-07,MIN,OAK
662796,2022-05-07,HOU,DET
662261,2022-05-07,SD,MIA
662159,2022-05-07,SEA,TB
661540,2022-05-07,ATL,MIL
663162,2022-05-07,CHC,LAD
663430,2022-05-07,LAA,WSH
663070,2022-05-07,CIN,PIT
662102,2022-05-07,SF,STL
663089,2022-05-07,CIN,PIT
663142,2022-05-07,CHC,LAD
663360,2022-05-06,ARI,COL
663224,2022-05-06,BOS,CWS
662187,2022-05-06,SEA,TB
662272,2022-05-06,SD,MIA
661541,2022-05-06,ATL,MIL
662815,2022-05-06,HOU,DET
661775,2022-05-06,MIN,OAK
663431,2022-05-06,LAA,WSH
662103,2022-05-06,SF,STL
662262,2022-05-05,SD,MIA
662189,2022-05-05,SEA,TB
661619,2022-05-05,PHI,NYM
663227,2022-05-05,BOS,LAA
663066,2022-05-05,CLE,TOR
662105,2022-05-05,SF,STL
661204,2022-05-05,MIL,CIN
662816,2022-05-05,HOU,DET
663013,2022-05-05,COL,WSH
661341,2022-05-05,BAL,MIN
662005,2022-05-12,STL,BAL
661694,2022-05-12,MIN,HOU
662872,2022-05-12,DET,OAK
662372,2022-05-12,PIT,CIN
661519,2022-05-12,CWS,NYY
662706,2022-05-12,LAD,PHI
662548,2022-05-12,WSH,NYM
661883,2022-05-12,TEX,KC
662095,2022-05-11,SF,COL
663450,2022-05-11,LAA,TB
663358,2022-05-11,ARI,MIA
661548,2022-05-11,ATL,BOS
662006,2022-05-11,STL,BAL
662873,2022-05-11,DET,OAK
662176,2022-05-11,SEA,PHI
663074,2022-05-11,CIN,MIL
661300,2022-05-11,NYY,TOR
662273,2022-05-11,SD,CHC
662385,2022-05-11,PIT,LAD
661702,2022-05-11,MIN,HOU
662526,2022-05-11,WSH,NYM
661899,2022-05-11,TEX,KC
663416,2022-05-10,LAA,TB
662016,2022-05-10,TEX,KC
662412,2022-05-10,OAK,DET
662096,2022-05-10,SF,COL
662157,2022-05-10,SEA,PHI
663090,2022-05-10,CIN,MIL
661524,2022-05-10,CWS,CLE
661301,2022-05-10,NYY,TOR
663350,2022-05-10,ARI,MIA
662258,2022-05-10,SD,CHC
661696,2022-05-10,MIN,HOU
661987,2022-05-10,STL,BAL
662537,2022-05-10,WSH,NYM
661549,2022-05-10,ATL,BOS
662292,2022-05-10,PIT,LAD
662855,2022-05-10,DET,OAK
662259,2022-05-09,SD,CHC
662097,2022-05-09,SF,COL
662158,2022-05-09,SEA,PHI
661303,2022-05-09,NYY,TEX
662287,2022-05-09,PIT,LAD
661525,2022-05-09,CWS,CLE
663438,2022-05-09,LAA,TB
662837,2022-05-09,DET,OAK
663101,2022-05-09,CIN,MIL
663366,2022-05-09,ARI,MIA
661349,2022-05-09,BAL,KC
661212,2022-05-16,MIL,ATL
661794,2022-05-16,TOR,SEA
661402,2022-05-16,MIA,WSH
662695,2022-05-16,LAD,ARI
662728,2022-05-16,KC,CWS
661308,2022-05-16,BAL,NYY
663151,2022-05-16,CHC,PIT
661961,2022-05-16,TB,DET
661145,2022-05-16,TEX,LAA
663005,2022-05-16,COL,SF
662378,2022-05-16,OAK,MIN
663275,2022-05-16,BOS,HOU
662519,2022-05-15,PIT,CIN
662696,2022-05-15,LAD,PHI
662528,2022-05-15,WSH,HOU
661732,2022-05-15,MIN,CLE
662380,2022-05-15,OAK,LAA
662843,2022-05-15,DET,BAL
661489,2022-05-15,CWS,NYY
661545,2022-05-15,ATL,SD
662567,2022-05-15,NYM,SEA
661146,2022-05-15,TEX,BOS
663010,2022-05-15,COL,KC
661984,2022-05-15,STL,SF
661403,2022-05-15,MIA,MIL
663367,2022-05-15,ARI,CHC
661902,2022-05-15,TB,TOR
661695,2022-05-14,MIN,CLE
662568,2022-05-14,NYM,SEA
661546,2022-05-14,ATL,SD
661414,2022-05-14,MIA,MIL
662704,2022-05-14,LAD,PHI
662399,2022-05-14,OAK,LAA
663348,2022-05-14,ARI,CHC
661147,2022-05-14,TEX,BOS
661985,2022-05-14,STL,SF
663011,2022-05-14,COL,KC
662384,2022-05-14,PIT,CIN
662379,2022-05-14,OAK,LAA
661490,2022-05-14,CWS,NYY
662547,2022-05-14,WSH,HOU
662844,2022-05-14,DET,BAL
661903,2022-05-14,TB,TOR
662525,2022-05-13,WSH,HOU
662851,2022-05-13,DET,BAL
662523,2022-05-13,NYM,SEA
662494,2022-05-13,PIT,CIN
663012,2022-05-13,COL,KC
661491,2022-05-13,CWS,NYY
661547,2022-05-13,ATL,SD
661361,2022-05-13,MIA,MIL
661904,2022-05-13,TB,TOR
661986,2022-05-13,STL,SF
661698,2022-05-13,MIN,CLE
663349,2022-05-13,ARI,CHC
661882,2022-05-13,TEX,BOS
662381,2022-05-13,OAK,LAA
662705,2022-05-13,LAD,PHI
662764,2022-05-20,HOU,TEX
662506,2022-05-20,PIT,STL
661195,2022-05-20,MIL,WSH
662078,2022-05-20,SF,SD
663135,2022-05-20,CLE,DET
663449,2022-05-20,LAA,OAK
661766,2022-05-20,TOR,CIN
663143,2022-05-20,CHC,ARI
662714,2022-05-20,KC,MIN
661339,2022-05-20,MIA,ATL
663268,2022-05-20,BOS,SEA
661632,2022-05-20,PHI,LAD
661348,2022-05-20,BAL,TB
661623,2022-05-19,PHI,SD
663043,2022-05-19,CLE,CIN
662520,2022-05-19,NYM,STL
662778,2022-05-19,HOU,TEX
663193,2022-05-19,CHC,ARI
662715,2022-05-19,KC,CWS
661347,2022-05-19,BAL,NYY
663269,2022-05-19,BOS,SEA
663270,2022-05-18,BOS,HOU
661344,2022-05-18,BAL,NYY
661202,2022-05-18,MIL,ATL
663003,2022-05-18,COL,SF
662726,2022-05-18,KC,CWS
661624,2022-05-18,PHI,SD
661400,2022-05-18,MIA,WSH
661125,2022-05-18,TEX,LAA
662744,2022-05-18,LAD,ARI
663156,2022-05-18,CHC,PIT
662054,2022-05-18,TB,DET
662554,2022-05-18,NYM,STL
661767,2022-05-18,TOR,SEA
662377,2022-05-18,OAK,MIN
662507,2022-05-17,NYM,STL
661196,2022-05-17,MIL,ATL
661765,2022-05-17,TOR,SEA
663271,2022-05-17,BOS,HOU
663032,2022-05-17,CLE,CIN
662628,2022-05-17,LAD,ARI
662780,2022-05-17,KC,CWS
662566,2022-05-17,NYM,STL
662727,2022-05-17,KC,CWS
663157,2022-05-17,CHC,PIT
663004,2022-05-17,COL,SF
662053,2022-05-17,TB,DET
662370,2022-05-17,OAK,MIN
661401,2022-05-17,MIA,WSH
661625,2022-05-17,PHI,SD
661342,2022-05-17,BAL,NYY
662697,2022-05-17,LAD,ARI
661126,2022-05-17,TEX,LAA
661287,2022-05-23,NYY,BAL
662257,2022-05-23,SD,MIL
661544,2022-05-23,ATL,PHI
662455,2022-05-23,PIT,COL
661999,2022-05-23,STL,TOR
662524,2022-05-23,WSH,LAD
663073,2022-05-23,CIN,CHC
662075,2022-05-23,SF,NYM
662135,2022-05-23,SEA,OAK
662858,2022-05-23,HOU,CLE
663340,2022-05-23,ARI,KC
661730,2022-05-23,MIN,DET
661398,2022-05-22,MIA,ATL
663120,2022-05-22,CLE,DET
661611,2022-05-22,PHI,LAD
663277,2022-05-22,BOS,SEA
662857,2022-05-22,HOU,TEX
662982,2022-05-22,COL,NYM
662712,2022-05-22,KC,MIN
661288,2022-05-22,NYY,CWS
661290,2022-05-22,NYY,CWS
663150,2022-05-22,CHC,ARI
663447,2022-05-22,LAA,OAK
662076,2022-05-22,SF,SD
661248,2022-05-22,MIL,WSH
661763,2022-05-22,TOR,CIN
662479,2022-05-22,PIT,STL
661279,2022-05-22,BAL,TB
663002,2022-05-21,COL,NYM
661280,2022-05-21,MIL,WSH
662077,2022-05-21,SF,SD
661289,2022-05-21,NYY,CWS
661631,2022-05-21,PHI,LAD
663194,2022-05-21,CHC,ARI
662713,2022-05-21,KC,MIN
662763,2022-05-21,HOU,TEX
661399,2022-05-21,MIA,ATL
661291,2022-05-21,BAL,TB
662478,2022-05-21,PIT,STL
661793,2022-05-21,TOR,CIN
663448,2022-05-21,LAA,OAK
663234,2022-05-21,BOS,SEA
663001,2022-05-21,COL,NYM
661539,2022-05-27,ATL,MIA
662132,2022-05-27,SEA,HOU
663080,2022-05-27,CIN,SF
663444,2022-05-27,LAA,TOR
662281,2022-05-27,SD,PIT
661992,2022-05-27,STL,MIL
662369,2022-05-27,OAK,TEX
661960,2022-05-27,TB,NYY
663347,2022-05-27,ARI,LAD
662543,2022-05-27,NYM,PHI
661777,2022-05-27,MIN,KC
663276,2022-05-27,BOS,BAL
661574,2022-05-26,ATL,PHI
662051,2022-05-26,TB,NYY
662515,2022-05-26,WSH,COL
662842,2022-05-26,DET,CLE
661997,2022-05-26,STL,MIL
662376,2022-05-26,OAK,TEX
663338,2022-05-26,ARI,LAD
661771,2022-05-26,MIN,KC
663445,2022-05-26,LAA,TOR
661486,2022-05-26,CWS,BOS
663081,2022-05-26,CIN,CHC
662228,2022-05-25,SD,MIL
661487,2022-05-25,CWS,BOS
662845,2022-05-25,HOU,CLE
662133,2022-05-25,SEA,OAK
663082,2022-05-25,CIN,CHC
662527,2022-05-25,WSH,LAD
661542,2022-05-25,ATL,PHI
662453,2022-05-25,PIT,COL
663446,2022-05-25,LAA,TEX
662052,2022-05-25,TB,MIA
662093,2022-05-25,SF,NYM
661772,2022-05-25,MIN,DET
661286,2022-05-25,NYY,BAL
662846,2022-05-24,HOU,CLE
661543,2022-05-24,ATL,PHI
661998,2022-05-24,STL,TOR
662229,2022-05-24,SD,MIL
663103,2022-05-24,CIN,CHC
663381,2022-05-24,LAA,TEX
663339,2022-05-24,ARI,KC
661978,2022-05-24,TB,MIA
661699,2022-05-24,MIN,DET
662536,2022-05-24,WSH,LAD
662074,2022-05-24,SF,NYM
662134,2022-05-24,SEA,OAK
661285,2022-05-24,NYY,BAL
661488,2022-05-24,CWS,BOS
662454,2022-05-24,PIT,COL
662373,2022-05-30,OAK,HOU
663147,2022-05-30,CHC,MIL
661613,2022-05-30,PHI,SF
662992,2022-05-30,COL,MIA
661900,2022-05-30,TEX,TB
663327,2022-05-30,ARI,ATL
662743,2022-05-30,LAD,PIT
662854,2022-05-30,DET,MIN
661989,2022-05-30,STL,SD
663149,2022-05-30,CHC,MIL
663298,2022-05-30,BOS,BAL
663109,2022-05-30,CLE,KC
662545,2022-05-30,NYM,WSH
661990,2022-05-29,STL,MIL
661461,2022-05-29,CWS,CHC
662512,2022-05-29,WSH,COL
663299,2022-05-29,BOS,BAL
663072,2022-05-29,CIN,SF
661517,2022-05-29,ATL,MIA
661910,2022-05-29,TB,NYY
662555,2022-05-29,NYM,PHI
662130,2022-05-29,SEA,HOU
662279,2022-05-29,SD,PIT
663328,2022-05-29,ARI,LAD
662374,2022-05-29,OAK,TEX
662840,2022-05-29,DET,CLE
661731,2022-05-29,MIN,KC
663414,2022-05-29,LAA,TOR
663257,2022-05-28,BOS,BAL
661537,2022-05-28,ATL,MIA
661933,2022-05-28,TB,NYY
663400,2022-05-28,LAA,TOR
662131,2022-05-28,SEA,HOU
661518,2022-05-28,CWS,CHC
663118,2022-05-28,CIN,SF
662280,2022-05-28,SD,PIT
662513,2022-05-28,WSH,COL
662852,2022-05-28,DET,CLE
661991,2022-05-28,STL,MIL
663330,2022-05-28,ARI,LAD
662375,2022-05-28,OAK,TEX
662556,2022-05-28,NYM,PHI
661774,2022-05-28,MIN,KC
662514,2022-05-28,WSH,COL
663309,2022-05-28,BOS,BAL
661334,2022-06-03,MIL,SD
662720,2022-06-03,LAD,NYM
663153,2022-06-03,CHC,STL
661642,2022-06-03,PHI,LAA
662980,2022-06-03,COL,ATL
661318,2022-06-03,NYY,DET
661913,2022-06-03,TEX,SEA
661058,2022-06-03,BAL,CLE
661897,2022-06-03,TB,CWS
661396,2022-06-03,MIA,SF
662365,2022-06-03,OAK,BOS
663119,2022-06-03,CIN,WSH
662692,2022-06-03,KC,HOU
662452,2022-06-03,PIT,ARI
661761,2022-06-03,TOR,MIN
661397,2022-06-02,MIA,SF
663000,2022-06-02,COL,ATL
661340,2022-06-02,MIL,SD
661762,2022-06-02,TOR,CWS
661329,2022-06-02,NYY,LAA
663091,2022-06-02,CIN,WSH
661330,2022-06-02,NYY,LAA
662693,2022-06-02,LAD,NYM
663139,2022-06-02,CHC,STL
661934,2022-06-02,TEX,TB
662832,2022-06-02,DET,MIN
661247,2022-06-02,BAL,SEA
661982,2022-06-01,STL,SD
662833,2022-06-01,DET,MIN
663326,2022-06-01,ARI,ATL
663031,2022-06-01,CLE,KC
661612,2022-06-01,PHI,SF
663184,2022-06-01,CHC,MIL
662457,2022-06-01,NYM,WSH
661963,2022-06-01,TEX,TB
662366,2022-06-01,OAK,HOU
662981,2022-06-01,COL,MIA
661343,2022-06-01,BAL,SEA
662991,2022-06-01,COL,MIA
661764,2022-06-01,TOR,CWS
662721,2022-06-01,LAD,PIT
663296,2022-06-01,BOS,CIN
662761,2022-06-07,HOU,SEA
661516,2022-06-07,ATL,OAK
661170,2022-06-07,BAL,CHC
662092,2022-06-07,SF,COL
662277,2022-06-07,SD,NYM
661169,2022-06-07,MIA,WSH
661460,2022-06-07,CWS,LAD
663122,2022-06-07,CLE,TEX
661894,2022-06-07,TB,STL
661205,2022-06-07,MIL,PHI
662449,2022-06-07,PIT,DET
663391,2022-06-07,LAA,BOS
662678,2022-06-07,KC,TOR
661693,2022-06-07,MIN,NYY
663134,2022-06-07,CLE,TEX
663064,2022-06-07,CIN,ARI
663065,2022-06-06,CIN,ARI
663399,2022-06-06,LAA,BOS
662278,2022-06-06,SD,NYM
662762,2022-06-06,HOU,SEA
662613,2022-06-06,KC,TOR
663058,2022-06-05,CIN,WSH
661895,2022-06-05,TB,CWS
661962,2022-06-05,TEX,SEA
662363,2022-06-05,OAK,BOS
662688,2022-06-05,KC,HOU
663138,2022-06-05,CHC,STL
661241,2022-06-05,MIL,SD
661151,2022-06-05,BAL,CLE
662990,2022-06-05,COL,ATL
662450,2022-06-05,PIT,ARI
661394,2022-06-05,MIA,SF
661633,2022-06-05,PHI,LAA
661277,2022-06-05,NYY,DET
